"group_date_id","Event_date","Event_group","involvement","IsProtest","preannounced","public_invitation","disruption","violence","symbolic","arrests","location_target","Event_name","headcount","action_freetext","location_freetext","date_preannounced","n_tweets_about_event_day","n_tweets_about_event_day_weighted","n_articles","n_articles_bm","n_articles_after","n_articles_bm_after","source_ind","source_express","source_guardian","source_dstar","source_mirror","source_sun","source_dm","source_metro","source_telegraph","source_times","source_ft","source_itv","source_four","source_bbc","bm_source_ind","bm_source_express","bm_source_guardian","bm_source_dstar","bm_source_mirror","bm_source_sun","bm_source_dm","bm_source_metro","bm_source_telegraph","bm_source_times","bm_source_ft","bm_source_itv","bm_source_four","bm_source_bbc","issue"
"CNDuk/2013-09-03","2013-09-03","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Embassy","oppose military action in Syria","","protest","US embassy","2013-09-02",1,0.901588678359985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"GreenpeaceUK/2013-09-04","2013-09-04","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Political site","Oppose fracking","<20","set up fake fracking rig","County hall, Preston, Lancashire","2013-09-04",4,1.15308696040935,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"env"
"Dis_PPL_Protest/2013-09-04","2013-09-04","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Reclaiming our futures","","week of action, protest, present manifesto","government departments: DfE, DECC, DfT, Dep. Health","2013-08-06",19,5.10003394673399,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"pov"
"pplsassembly/2013-09-05","2013-09-05","pplsassembly","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Merseyside People's Assembly rally","","rally","Merseyside","2013-08-30",2,1.35097843408585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"OccupyLondon/2013-09-08","2013-09-08","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Occupy DSEI arms fair","","mass action","DSEI arms fair","2013-08-21",16,8.47515127062798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"reclaimthepower/2013-09-11","2013-09-11","reclaimthepower","Organised","Protest","On day, before event","Yes","Yes","No","No","No","Company site","Opposing Cuadrilla","","mass football game at site gate","Cuadrilla work site","2013-09-11",2,0.386949536966171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"GreenpeaceUK/2013-09-13","2013-09-13","GreenpeaceUK","Organised","Protest","After event","No","No","No","Yes","No","Company site","Ice ride, protect Arctic","","polar bear puppet, protest","Shell HQ","2013-09-13",6,3.38532109558582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"OccupyLondon/2013-09-13","2013-09-13","OccupyLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose city financing of climate change","","protest","Liverpool street","2013-08-03",10,5.55443027636562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"CNDuk/2013-09-14","2013-09-14","CNDuk","Organised","Protest","Before event day","Yes","No","No","No","No","Political site","Scrap Trident","","rally","Liberal democrat conference","2013-09-09",3,2.39747047424316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"NASUWT/2013-09-14","2013-09-14","NASUWT","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Rally for education","","rally","London, Nottingham","2013-09-13",2,1.75727927684784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"pov"
"GreenpeaceUK/2013-09-15","2013-09-15","GreenpeaceUK","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Aurora, save the arctic","","walk giant polar bear to Shell","Shell office","2013-09-04",8,2.2288468592366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"EquityUK/2013-09-18","2013-09-18","EquityUK","Organised","Protest","Before event day","Yes","No","No","Yes","No","Entertainment/cultural","oppose cuts to culture","","protest, human chain","National Gallery","2013-09-05",4,2.18555768534819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"pplsassembly/2013-09-19","2013-09-19","pplsassembly","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Manchester People’s Assembly Rally","","rally","Manchester","2013-09-01",37,5.39512409255125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"reclaimthepower/2013-09-23","2013-09-23","reclaimthepower","Organised","Protest","After event","No","Yes","No","No","Yes","Company site","Oppose Cuadrilla","","blockade","Balcombe, Cuadrilla work site","2013-09-23",2,0.968183737,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"env"
"CNDuk, reclaimthepower/2013-09-29","2013-09-29","CNDuk, reclaimthepower","Participated, Participated","Protest","Before event day","Yes","No","No","No","No","Public space","austerity march, frack the frackers, give us a million climate jobs now, NHS not Trident","1000s","demonstration, march","Manchester, Liverpool Road","2013-09-26",5,2.96363990780808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"bectu, keepnhspublic, MidwivesRCM, NHSour, OccupyMCR, pcs_union, pplsassembly, resistunite, unisontheunion, unitetheunion/2013-09-29","2013-09-29","bectu, keepnhspublic, MidwivesRCM, NHSour, OccupyMCR, pcs_union, pplsassembly, resistunite, unisontheunion, unitetheunion","Participated, Participated, Participated, Organised, Participated, Organised, Organised, Participated, Organised, Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save the NHS","50000","demonstration","Manchester","2013-07-16",105,64.745557394627,8,6,6,4,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,"pov"
"ShellOutSounds/2013-10-01","2013-10-01","ShellOutSounds","Organised","Protest","After event","No","No","No","No","No","Public space","oppose Shell sponsorship of arts","","protest","Southbank","2013-10-01",10,8.77777701616287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"NASUWT/2013-10-01","2013-10-01","NASUWT","Organised","Both","Before event day","No","No","No","No","No","Public space","Teachers together, teacher strike and rally","1000s","strike, march, industrial action, rally","Eastern, East Midlands, West Midlands, Yorkshire and Humberside regions, Birmingham","2013-09-05",9,5.36191389358951,27,23,14,11,7,1,5,0,1,1,2,0,4,2,0,0,1,3,6,1,4,0,1,1,2,0,4,1,0,0,1,2,"pov"
"ShellOutSounds/2013-10-02","2013-10-02","ShellOutSounds","Organised","Protest","Before event day","No","Yes","No","Yes","No","Entertainment/cultural","Oppose Shell sponsorship","","singing, intervention","Southbank","2013-10-02",1,0.805799424648285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"CNDuk/2013-10-03","2013-10-03","CNDuk","Organised","Protest","After event","No","Yes","No","No","No","Company site","","","blockade","Atomic Weapons Establishment, Burghfield","2013-10-03",1,0.831224501132965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"GreenpeaceUK/2013-10-05","2013-10-05","GreenpeaceUK","Organised","Protest","Before event day","Yes","No","No","Yes","No","Embassy","solidarity with the Arctic 30","","vigil","Edinburgh, Russian consulate, cities across Britain","2013-09-28",17,4.84896103042832,9,9,9,9,2,0,1,0,1,0,1,0,0,0,0,0,0,4,2,0,1,0,1,0,1,0,0,0,0,0,0,4,"env"
"Ukuncut/2013-10-05","2013-10-05","Ukuncut","Organised","Protest","Before event day","Yes","Yes","No","No","No","Public space","defend legal aid","","roadblock","Hull, Cambridge, London, Northampton, Norwich, Liverpool and Manchester","2013-08-22",54,33.1363581266885,5,5,4,4,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,"pov"
"pplsassembly/2013-10-06","2013-10-06","pplsassembly","Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Oppose Daily Mail hate","","protest, carnival","Daily Mail office, Manchester","2013-10-02",34,26.2486005460632,3,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"CNDuk/2013-10-08","2013-10-08","CNDuk","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","Oppose gagging law","","rally","Parliament square","2013-10-02",3,2.49214684963226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"unitetheunion/2013-10-12","2013-10-12","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","March against fascism","","march","Liverpool","2013-09-04",23,17.9729948635695,4,4,2,2,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,"pov"
"Dis_PPL_Protest/2013-10-14","2013-10-14","Dis_PPL_Protest","Organised","Protest","Before event day","Yes","No","No","Yes","No","Court","Save Independent Living Fund","","vigil","Royal Courts of Justice","2013-10-05",6,2.20645394897075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"fbunational/2013-10-16","2013-10-16","fbunational","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Save our fire and rescue service","","demonstration","","2013-09-27",3,2.5863835811615,2,2,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"pov"
"NASUWT/2013-10-17","2013-10-17","NASUWT","Organised","Both","Before event day","No","No","No","No","No","Public space","Teachers together, teacher strike and march","1000s","strike, march, rally","North East, London, South East and South West regions","2013-09-05",11,8.51456853743193,40,26,24,21,8,1,7,0,3,2,2,0,4,1,0,1,0,11,3,1,4,0,1,2,0,0,2,1,0,1,0,11,"pov"
"unitetheunion/2013-10-18","2013-10-18","unitetheunion","Participated","Protest","Before event day","Yes","No","No","No","No","Political site","oppose council tax benefit cuts","","protest","Camberwell magistrates court","2013-10-17",9,2.49592787801247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"TheStudentAssem/2013-10-18","2013-10-18","TheStudentAssem","Organised","Protest","Before event day","Yes","No","No","Yes","No","Political site","The Great Student Sell Off, oppose sale of student debt","","stunt","BIS","2013-10-15",3,1.61586992442608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"FrackOffLondon/2013-10-23","2013-10-23","FrackOffLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Oppose greenwashing","","demonstration","outside the Shale Gas Environmental Summit, Great Portland street","2013-10-21",3,1.55171193943841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"TheStudentAssem/2013-10-24","2013-10-24","TheStudentAssem","Organised","Protest","Before event day","Yes","No","No","No","No","Other","oppose austerity","","rally","SOAS","2013-10-21",3,1.10938387341566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"ShellOutSounds/2013-10-25","2013-10-25","ShellOutSounds","Organised","Protest","After event","No","Yes","No","Yes","No","Company site","Oppose Shell sponsorship","","flashmob choir","Southbank","2013-10-25",46,39.1486940178644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"ShellOutSounds/2013-10-26","2013-10-26","ShellOutSounds","Organised","Protest","After event","No","No","No","Yes","No","Entertainment/cultural","oppose Shell sponsorship","","flashmob choir","Southbank","2013-10-26",6,5.34931766855585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"HousingActionSL/2013-10-28","2013-10-28","HousingActionSL","Organised","Protest","After event","No","Yes","No","No","No","Other","oppose sale of council housing","","occupation","home in Southwark","2013-10-28",8,4.81992198526859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"TheCCoalition/2013-10-30","2013-10-30","TheCCoalition","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Want to see double demo, support walking and cycling","","demonstration","Edinburgh, St Andrew's House, Regent Road","2013-10-17",24,4.52427666555059,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"env"
"unisontheunion, unitetheunion/2013-10-31","2013-10-31","unisontheunion, unitetheunion","Participated, Organised","Strike","Before event day","No","No","No","No","No","Other","Fair pay in higher education","","strike, picket","","2013-10-16",19,9.63126646372885,13,12,6,5,6,0,2,0,2,0,1,0,1,0,0,0,0,1,5,0,2,0,2,0,1,0,1,0,0,0,0,1,"pov"
"CNDuk/2013-11-05","2013-11-05","CNDuk","Participated","Protest","On day, before event","Yes","Yes","No","No","No","Public space","Burn austerity protest, cut war not welfare","","protest, block","Westminster bridge","2013-11-05",2,0.683275174349547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"pplsassembly, TheStudentAssem/2013-11-05","2013-11-05","pplsassembly, TheStudentAssem","Organised, Organised","Protest","Before event day","Yes","Yes","No","No","No","Public space","oppose austerity","","civil disobedience, protest, block bridge","Westminster bridge","2013-09-30",41,23.7910131524655,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"pov"
"ASLEFunion/2013-11-09","2013-11-09","ASLEFunion","Organised","Strike","Before event day","No","No","No","No","No","Other","ASLEF strike","","strike","","2013-10-24",3,2.28449040651321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"ShellOutSounds/2013-11-10","2013-11-10","ShellOutSounds","Organised","Protest","After event","No","Yes","No","Yes","No","Entertainment/cultural","Oppose Shell sponsorship","","harmonic disobedience","Southbank","2013-11-10",1,0.774100184440613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"unitetheunion/2013-11-12","2013-11-12","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","oppose bedroom tax","","demonstration, lobby, rally","outside Parliament","2013-11-11",8,3.15140603558715,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"pov"
"GreenpeaceUK/2013-11-16","2013-11-16","GreenpeaceUK","Organised","Protest","Before event day","Yes","No","No","No","No","Unknown","support the Arctic 30","","protest","","2013-11-13",9,6.19113253007407,3,3,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,"env"
"unitetheunion/2013-11-16","2013-11-16","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Defend workers rights, Save shipbuilding jobs","","demonstration, march","Doncaster rovers football ground, Portsmouth","2013-11-13",4,3.37318754208838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"TheCCoalition/2013-11-18","2013-11-18","TheCCoalition","Organised","Protest","After event","No","No","No","Yes","No","Unknown","Coal-land stunt, prioritise climate change","","action, stunt, dress up","Edinburgh","2013-11-18",2,1.23016977310181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"TheStudentAssem/2013-11-20","2013-11-20","TheStudentAssem","Organised","Protest","Before event day","Yes","Yes","No","Yes","No","Other","Oppose privatisation of student debt","","occupied Santander branch, wearing ball and chain","Sheffield university, Nottingham university, ","2013-11-08",50,41.260470122099,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"unitetheunion/2013-11-20","2013-11-20","unitetheunion","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","oppose blacklisting, construction companies own up, pay up, clean up","","protest","nationwide","2013-11-19",23,8.76040925784229,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"pov"
"HousingActionSL/2013-11-20","2013-11-20","HousingActionSL","Participated","Protest","Before event day","No","No","No","No","No","Public space","No evictions","200","protest","Lambeth town hall","2013-11-17",4,3.01282212138176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"GreenpeaceUK/2013-11-23","2013-11-23","GreenpeaceUK","Organised","Protest","After event","No","No","No","No","No","Company site","solidarity with arctic 30","","protest","Shell, Islington","2013-11-23",5,1.92207075966121,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"env"
"reclaimthepower/2013-11-26","2013-11-26","reclaimthepower","Participated","Protest","Before event day","Yes","No","No","No","No","Company site","Bring down the big six, fuel poverty kills","","march","big six target","2013-11-05",3,1.7127365952348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"Dis_PPL_Protest, Ukuncut/2013-11-26","2013-11-26","Dis_PPL_Protest, Ukuncut","Organised, Organised","Protest","Before event day","Yes","No","No","Yes","No","Company site","Bring down the big 6","700","protest, carry coffin","npower office","2013-11-05",48,24.5543405261059,4,4,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,"pov"
"bectu/2013-11-30","2013-11-30","bectu","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Choice FM","","demonstration","London","2013-11-27",2,1.68411266803741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"ShellOutSounds/2013-12-01","2013-12-01","ShellOutSounds","Organised","Protest","After event","No","No","No","Yes","No","Entertainment/cultural","Oppose Shell sponsorship","50","flashmob","Southbank","2013-12-01",7,3.06154760393122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"CNDuk/2013-12-03","2013-12-03","CNDuk","Organised","Protest","On day, before event","No","No","No","No","No","Political site","Oppose Cumbria nuclear waste dump","","protest","DECC","2013-12-03",1,0.805267453193665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"unisontheunion, unitetheunion/2013-12-03","2013-12-03","unisontheunion, unitetheunion","Organised, Organised","Strike","Before event day","No","No","No","No","No","Other","fair pay in higher education","","strike","","2013-11-12",24,13.1399771869837,6,6,2,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,"pov"
"TheStudentAssem/2013-12-03","2013-12-03","TheStudentAssem","Organised","Protest","After event","No","Yes","No","No","No","Other","Solidarity with HE strikes occupation","","occupation","Sussex university, Goldsmiths college","2013-12-03",5,3.88954818248749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"OccupyLondon, TheStudentAssem/2013-12-04","2013-12-04","OccupyLondon, TheStudentAssem","Participated, Participated","Protest","After event","No","Yes","No","No","No","Other","Student housing","","demonstration, occupation, (alleged police violence)","University of London","2013-12-04",11,6.65980714559998,4,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"pov"
"CNDuk/2013-12-05","2013-12-05","CNDuk","Organised","Protest","Before event day","No","No","No","No","No","Court","Support legal challenge against new nuclear plant","","demonstration","Royal Court of Justice","2013-12-04",4,1.77667557411526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"reclaimthepower/2013-12-08","2013-12-08","reclaimthepower","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","No to coal bed methane, no to fracking","","protest, rally","Barton Moss","2013-12-05",1,0.892544687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"TheStudentAssem/2013-12-11","2013-12-11","TheStudentAssem","Organised","Protest","Before event day","Yes","No","No","No","No","Other","Defend right to protest","1000","march","University of London","2013-12-10",4,2.39626927673817,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"unitetheunion/2013-12-14","2013-12-14","unitetheunion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","save shipbuilding in Portsmouth","","march, rally","Portsmouth","2013-12-11",5,3.73723162710667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"pplsassembly/2013-12-14","2013-12-14","pplsassembly","Organised","Protest","Before event day","Yes","No","No","Yes","No","Public space","Austerity kills Christmas","","alternative carol singing, protest, day of action","Piccadilly Gardens","2013-12-03",6,3.16318210900646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"reclaimthepower/2013-12-16","2013-12-16","reclaimthepower","Organised","Protest","After event","No","Yes","No","Yes","No","Company site","Oppose fracking","50","blockade, blockade with wind turbine","Barton Moss fracking site","2013-12-16",4,2.69090229272842,2,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"env"
"unitetheunion/2013-12-16","2013-12-16","unitetheunion","Organised","Protest","After event","No","No","No","No","No","Political site","Oppose hospital closure clause","","protest, petition hand in","Department of Health","2013-12-16",8,2.9313750638497,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"pov"
"EquityUK/2014-01-09","2014-01-09","EquityUK","Participated","Protest","Before event day","Yes","No","No","No","No","Unknown","save Southwark","","protest","","2014-01-08",5,2.85699401795864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"reclaimthepower/2014-01-12","2014-01-12","reclaimthepower","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","locals reject fracking","1000","march, rally","Barton moss, Salford","2014-01-08",5,2.90028204763336,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"env"
"reclaimthepower/2014-01-13","2014-01-13","reclaimthepower","Organised","Protest","After event","No","Yes","No","No","No","Company site","Oppose fracking","","lock on","Barton Moss","2014-01-13",1,0.796507596969604,3,3,3,3,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,"env"
"CNDuk/2014-01-18","2014-01-18","CNDuk","Participated","Protest","Before event day","Yes","No","No","Yes","No","Embassy","","","protest, vigil","Israeli embassy","2014-01-13",2,1.01002012193203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"reclaimthepower/2014-01-19","2014-01-19","reclaimthepower","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Oppose fracking","","rally","Balcombe","2014-01-15",1,0.885272800922394,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"reclaimthepower/2014-01-23","2014-01-23","reclaimthepower","Organised","Protest","After event","No","No","No","Yes","No","Court","solidarity with anti-fracking activists in court","","banner drop","court","2014-01-23",9,1.11198823146016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"env"
"unisontheunion/2014-01-25","2014-01-25","unisontheunion","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","anti cuts to youth services","","rally","Cardiff","2014-01-23",1,0.908852517604828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"FrackOffLondon/2014-01-27","2014-01-27","FrackOffLondon","Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Oppose fracking","","demonstration","IGas's London HQ","2014-01-22",3,2.70176064968109,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"env"
"EISUnion/2014-01-29","2014-01-29","EISUnion","Organised","Protest","Before event day","Yes","No","No","No","No","Public space","Workload Campaign Rally","","rally","Glasgow","2014-01-20",6,5.07232737541199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"HousingActionSL/2014-01-29","2014-01-29","HousingActionSL","Participated","Protest","Before event day","Yes","No","No","No","No","Public space","oppose evictions","","protest, demonstration","Lambeth town hall","2014-01-29",3,2.35524189472198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"unisontheunion, unitetheunion/2014-02-04","2014-02-04","unisontheunion, unitetheunion","Organised, Organised","Protest","Before event day","Yes","No","No","No","No","Company site","Local government workers deserve a pay rise","","protest","workplace","2014-02-01",27,20.3871527980442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"EISUnion, TheStudentAssem, unitetheunion/2014-02-06","2014-02-06","EISUnion, TheStudentAssem, unitetheunion","Organised, Participated, Organised","Strike","Before event day","No","No","No","No","No","Other","university strike, fair pay in HE","","strike, picket","","2014-01-29",16,8.11109474323808,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
"TheStudentAssem/2014-02-07","2014-02-07","TheStudentAssem","Organised","Protest","Before event day","Yes","No","No","Yes","No","Political site","oppose privatisation of student debt","","protest, debt in","BIS","2013-11-22",25,17.1799113676438,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"pov"
